City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
145,Bluff,NZ,-46.6,168.3333,50.81,73,99,15.03,overcast clouds
146,Bathsheba,BB,13.2167,-59.5167,81.21,89,75,8.05,broken clouds
147,Salalah,OM,17.0151,54.0924,84.29,74,40,2.3,scattered clouds
148,Kavaratti,IN,10.5669,72.642,83.37,76,100,16.06,moderate rain
149,Khilok,RU,51.3674,110.4676,53.92,94,100,2.57,overcast clouds
150,Kearney,US,40.6995,-99.0815,77.56,31,0,5.75,clear sky
151,Komsomolskiy,UZ,40.4272,71.7189,72.32,33,89,4.61,overcast clouds
152,Hami,CN,42.8,93.45,67.91,33,75,15.1,broken clouds
153,Avera,US,33.194,-82.5271,85.55,45,31,10.47,scattered clouds
154,Havelock,US,34.8791,-76.9013,82.38,87,29,5.99,scattered clouds
155,Chumphon,TH,10.3333,98.8333,73.71,90,96,1.39,overcast clouds
156,San Cristobal,VE,7.7669,-72.225,71.78,79,60,3.13,broken clouds
157,Salamanca,ES,40.8333,-6.0,58.78,60,100,1.74,overcast clouds
158,Bud,US,39.447,-86.1758,76.95,47,99,8.48,overcast clouds
159,Mareeba,AU,-17.0,145.4333,77.49,76,26,4.92,scattered clouds
160,Kamiiso,JP,41.8167,140.65,57.58,88,75,9.22,broken clouds
161,Aksu,CN,41.1231,80.2644,67.84,28,2,2.82,clear sky
162,Nyzy,UA,50.7828,34.7844,61.25,95,75,3.85,broken clouds
163,Coquimbo,CL,-29.9533,-71.3436,55.13,62,0,4.61,clear sky
164,Lompoc,US,34.6391,-120.4579,82.02,71,0,18.99,clear sky
165,Talcahuano,CL,-36.7167,-73.1167,51.48,76,0,5.75,light rain
166,Garissa,KE,-0.4536,39.6401,74.66,71,96,16.51,overcast clouds
167,Iwanai,JP,42.9744,140.5089,59.2,80,77,4.68,broken clouds
168,Mpophomeni,ZA,-29.5682,30.1862,44.1,63,0,4.47,clear sky
169,Lata,PT,40.1629,-8.3327,54.86,95,25,3.09,scattered clouds
170,Chuguyevka,RU,44.1653,133.8633,50.63,92,100,1.54,overcast clouds
171,Alta Floresta,BR,-9.8756,-56.0861,75.24,74,80,2.28,broken clouds
172,Souillac,MU,-20.5167,57.5167,73.78,68,40,10.36,scattered clouds
173,Bairiki,KI,1.3292,172.9752,86.0,66,75,2.3,broken clouds
174,Butaritari,KI,3.0707,172.7902,81.3,66,8,4.63,clear sky
175,Bereda,ES,43.2686,-7.5406,57.58,99,87,2.42,overcast clouds
176,Paisley,GB,55.8317,-4.4325,54.66,86,100,10.36,overcast clouds
177,Itarema,BR,-2.9248,-39.9167,76.08,90,95,8.12,overcast clouds
178,Saskylakh,RU,71.9167,114.0833,40.57,90,79,3.36,broken clouds
179,Saint-Joseph,RE,-21.3667,55.6167,68.38,79,15,8.23,few clouds
180,Itacare,BR,-14.2775,-38.9967,73.42,79,59,5.03,broken clouds
181,Vaitape,PF,-16.5167,-151.75,78.89,77,98,10.8,light rain
182,Amberley,US,39.2048,-84.428,72.18,67,0,4.61,clear sky
183,Avanigadda,IN,16.0215,80.9181,89.31,47,85,12.17,overcast clouds
184,Balabac,PH,7.9868,117.0645,83.46,72,68,3.94,broken clouds
185,Limpapa,PH,7.1197,121.9106,83.53,74,99,1.5,overcast clouds
186,Thinadhoo,MV,0.5333,72.9333,83.82,70,90,12.21,overcast clouds
187,Sofiyivka,UA,48.0493,33.8746,63.82,89,97,6.42,light rain
188,Avarua,CK,-21.2078,-159.775,78.85,61,40,19.57,scattered clouds
189,Point Pedro,LK,9.8167,80.2333,81.84,83,50,16.2,scattered clouds
190,Hobyo,SO,5.3505,48.5268,77.56,85,57,22.88,broken clouds
191,Amahai,ID,-3.3333,128.9167,82.04,78,65,1.95,broken clouds
192,Sechura,PE,-5.5569,-80.8222,68.13,66,22,16.02,few clouds
193,Vila Velha,BR,-20.3297,-40.2925,75.94,91,0,4.61,clear sky
194,Hualmay,PE,-11.0964,-77.6139,64.08,81,69,8.75,broken clouds
195,Uruacu,BR,-14.5247,-49.1408,73.89,35,41,4.97,scattered clouds
196,Almaznyy,RU,48.0448,40.045,63.1,58,2,6.98,clear sky
197,Kenai,US,60.5544,-151.2583,77.02,22,0,9.22,clear sky
198,Tandil,AR,-37.3217,-59.1332,34.68,71,15,1.81,few clouds
199,Qaanaaq,GL,77.484,-69.3632,30.27,91,99,9.53,overcast clouds
200,Mount Isa,AU,-20.7333,139.5,76.77,38,97,8.05,overcast clouds
201,Clyde River,CA,70.4692,-68.5914,46.63,46,100,31.07,overcast clouds
202,Yar-Sale,RU,66.8333,70.8333,29.7,90,100,24.87,light snow
203,Petrovice U Karvine,CZ,49.8959,18.5478,56.82,83,80,3.13,broken clouds
204,Havoysund,NO,70.9963,24.6622,48.43,67,64,10.8,broken clouds
205,Tessalit,ML,20.1986,1.0114,94.08,16,66,18.43,broken clouds
206,Taksimo,RU,56.3444,114.8794,59.85,58,98,5.14,overcast clouds
207,Mount Pleasant,US,32.7941,-79.8626,83.12,77,0,9.22,clear sky
208,Shakawe,BW,-18.3667,21.85,47.14,61,0,5.03,clear sky
209,Dukat,RU,62.55,155.55,57.58,53,57,7.7,broken clouds
210,Porto Nacional,BR,-10.7081,-48.4172,77.0,58,85,0.81,overcast clouds
211,Tuatapere,NZ,-46.1333,167.6833,47.52,85,100,8.79,overcast clouds
212,Sobolevo,RU,54.4299,31.8996,54.84,98,100,9.57,overcast clouds
213,Pisco,PE,-13.7,-76.2167,63.01,88,75,4.61,mist
214,Korla,CN,41.7597,86.1469,68.18,36,6,16.53,clear sky
215,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,88,60,2.13,broken clouds
216,Pacific Grove,US,36.6177,-121.9166,81.39,62,0,9.22,clear sky
217,Arraial Do Cabo,BR,-22.9661,-42.0278,72.09,91,73,17.78,broken clouds
218,Shingu,JP,33.7333,135.9833,74.8,55,0,3.4,clear sky
219,Kontagora,NG,10.3999,5.4695,75.31,78,54,10.87,broken clouds
220,Bolivar,US,37.6145,-93.4105,73.27,51,69,7.47,broken clouds
221,Pathein,MM,16.7833,94.7333,79.86,85,93,4.23,overcast clouds
222,Saint George,US,37.1041,-113.5841,94.62,6,0,13.8,clear sky
223,Carnarvon,AU,-24.8667,113.6333,61.72,53,1,15.59,clear sky
224,Sitka,US,57.0531,-135.33,55.29,82,75,6.91,broken clouds
225,Cherskiy,RU,68.75,161.3,41.22,68,100,13.76,overcast clouds
226,Torbay,CA,47.6666,-52.7314,40.75,96,100,21.85,light intensity drizzle
227,Majene,ID,-3.5403,118.9707,81.59,73,16,2.37,few clouds
228,Beeville,US,28.4008,-97.7483,92.28,45,0,11.5,clear sky
229,Mastic Beach,US,40.7668,-72.8521,67.98,95,100,7.0,mist
230,Dunedin,NZ,-45.8742,170.5036,48.79,66,98,14.0,overcast clouds
231,Bowen,AU,-20.0167,148.2333,71.01,75,69,8.52,broken clouds
232,Cedar City,US,37.6775,-113.0619,81.57,7,0,17.27,clear sky
233,Rio Grande,BR,-32.035,-52.0986,46.51,64,97,15.52,overcast clouds
234,Poronaysk,RU,49.2167,143.1167,43.41,89,100,2.59,overcast clouds
235,Port Elizabeth,ZA,-33.918,25.5701,50.31,95,0,3.44,clear sky
236,Zwedru,LR,6.0667,-8.1281,72.75,99,28,3.4,scattered clouds
237,Tucuma,BR,-0.1833,-50.05,76.12,91,97,5.3,overcast clouds
238,Bethel,US,41.3712,-73.414,69.37,91,99,1.01,overcast clouds
239,Ponta Do Sol,PT,32.6667,-17.1,66.7,74,48,9.66,scattered clouds
240,Xiashi,CN,30.5363,120.6864,77.02,88,68,12.44,broken clouds
241,Solnechnyy,RU,50.7214,136.6319,42.93,95,100,5.59,overcast clouds
242,Sarkand,KZ,45.41,79.9186,54.82,63,100,4.29,overcast clouds
243,Okakarara,NA,-20.5833,17.4333,41.79,48,1,5.66,clear sky
244,Kieta,PG,-6.2167,155.6333,83.48,71,28,3.78,scattered clouds
245,Rawson,AR,-43.3002,-65.1023,45.73,46,59,17.29,broken clouds
246,Kungsbacka,SE,57.4872,12.0761,56.07,87,98,18.01,overcast clouds
247,Tomaszow Mazowiecki,PL,51.5313,20.0086,51.57,10,12,1.39,few clouds
248,Bandarbeyla,SO,9.4942,50.8122,78.76,76,80,24.85,broken clouds
249,Hondo,JP,32.45,130.2,69.37,78,95,3.09,overcast clouds
250,Rassvet,RU,46.8333,40.75,65.68,66,2,6.71,clear sky
251,Davila,PH,18.4726,120.5763,78.78,76,82,14.56,broken clouds
252,Ust-Kuyga,RU,70.0167,135.6,48.81,62,100,3.69,overcast clouds
253,Hervey Bay,AU,-25.2986,152.8535,70.02,75,0,5.01,clear sky
254,Cabadiangan,PH,9.7531,122.4739,83.57,71,82,1.83,broken clouds
255,Karratha,AU,-20.7377,116.8463,62.56,67,6,15.73,clear sky
256,Nieuw Amsterdam,SR,5.8833,-55.0833,78.96,92,40,6.91,scattered clouds
257,Alofi,NU,-19.0595,-169.9187,82.29,69,40,13.8,scattered clouds
258,General Roca,AR,-39.0333,-67.5833,44.62,54,62,7.61,broken clouds
259,Camaqua,BR,-30.8511,-51.8122,43.57,90,28,4.27,scattered clouds
260,Ranong,TH,9.9658,98.6348,76.93,85,74,8.19,broken clouds
261,Pevek,RU,69.7008,170.3133,34.07,89,100,7.07,overcast clouds
262,Ribeira Grande,PT,38.5167,-28.7,64.63,90,97,7.02,overcast clouds
263,Xichang,CN,27.8964,102.2634,68.09,94,100,1.01,overcast clouds
264,Kafr Sawm,JO,32.6833,35.8,64.49,61,0,1.39,clear sky
265,Varva,UA,50.495,32.7197,60.51,95,69,6.15,light rain
266,Olafsvik,IS,64.8945,-23.7142,46.85,84,100,13.31,light rain
267,Beloha,MG,-25.1667,45.05,61.65,81,11,6.4,few clouds
268,Bubaque,GW,11.2833,-15.8333,80.47,78,57,4.25,broken clouds
269,Jaguarari,BR,-10.2639,-40.1958,69.93,87,90,7.96,overcast clouds
270,Tiznit,MA,29.5833,-9.5,59.72,80,92,3.94,overcast clouds
271,Hwange,ZW,-18.3693,26.5019,55.96,50,0,4.56,clear sky
272,Maniitsoq,GL,65.4167,-52.9,42.19,58,11,6.73,few clouds
273,Flin Flon,CA,54.7682,-101.865,45.66,70,94,15.14,overcast clouds
274,Tombouctou,ML,20.0,-3.0,92.35,10,39,11.59,scattered clouds
275,Mayo,US,38.8876,-76.5119,76.21,93,40,3.44,scattered clouds
276,Filadelfia,US,39.9523,-75.1638,74.1,93,100,0.0,overcast clouds
277,Pangnirtung,CA,66.1451,-65.7125,37.22,95,96,1.74,overcast clouds
278,The Valley,AI,18.217,-63.0578,80.82,77,51,11.56,broken clouds
279,Thompson,CA,55.7435,-97.8558,39.36,93,100,11.5,overcast clouds
280,Vanimo,PG,-2.6741,141.3028,84.52,69,8,6.38,clear sky
281,Barcelona,ES,41.3888,2.159,72.82,85,75,10.36,broken clouds
282,Parainen,FI,60.3067,22.301,50.45,92,99,12.53,overcast clouds
283,Ostrovnoy,RU,68.0531,39.5131,44.26,69,100,18.1,overcast clouds
284,Siraha,NP,26.6541,86.2087,83.89,69,11,7.56,few clouds
285,Les Escoumins,CA,48.1111,-69.0236,45.75,78,0,5.12,clear sky
286,Aguimes,ES,27.9054,-15.4461,66.83,68,40,12.66,scattered clouds
287,Shimoda,JP,34.6667,138.95,73.76,72,39,12.21,scattered clouds
288,Inhambane,MZ,-23.865,35.3833,68.81,76,82,8.55,broken clouds
289,Talnakh,RU,69.4865,88.3972,36.21,81,67,7.2,broken clouds
290,Severo-Yeniseyskiy,RU,60.3725,93.0408,33.13,90,41,9.06,scattered clouds
291,Hay River,CA,60.8156,-115.7999,62.58,39,75,14.97,broken clouds
292,Bolobo,CD,-2.1667,16.2333,70.7,95,90,0.47,overcast clouds
293,Igarka,RU,67.4667,86.5833,40.66,77,86,17.02,overcast clouds
294,Sorland,NO,67.667,12.6934,49.86,80,5,8.77,clear sky
295,Katsina,NG,12.9894,7.6006,84.99,14,0,8.52,clear sky
296,Victor Harbor,AU,-35.5667,138.6167,57.0,79,82,1.99,broken clouds
297,Acapulco,MX,16.8634,-99.8901,84.02,70,75,6.91,broken clouds
298,Mildura,AU,-34.2,142.15,50.07,78,100,9.98,light rain
299,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.1,93,20,12.17,few clouds
300,Progreso,MX,21.2833,-89.6667,82.51,87,91,13.85,overcast clouds
301,Terra Santa,BR,-2.1042,-56.4869,75.06,93,45,1.5,scattered clouds
302,San Quintin,MX,30.4833,-115.95,65.1,69,2,8.93,clear sky
303,Sao Filipe,CV,14.8961,-24.4956,77.54,67,45,13.8,scattered clouds
304,Kendari,ID,-3.945,122.4989,81.0,80,70,1.14,broken clouds
305,Buraydah,SA,26.326,43.975,84.65,9,0,12.46,clear sky
306,Vila,PT,42.0304,-8.1588,51.69,88,29,2.59,scattered clouds
307,Sur,OM,22.5667,59.5289,83.23,58,23,9.8,few clouds
308,Laguna,US,38.421,-121.4238,92.44,32,0,10.36,clear sky
309,Hvide Sande,DK,56.0045,8.1294,51.1,81,100,17.22,overcast clouds
310,Tarragona,ES,41.129,1.249,69.35,83,0,1.14,light rain
311,Bosilegrad,RS,42.5011,22.4724,59.77,84,39,4.9,scattered clouds
312,Khandyga,RU,62.6667,135.6,67.62,42,60,4.12,broken clouds
313,Namibe,AO,-15.1961,12.1522,73.51,62,8,3.8,clear sky
314,Port Lincoln,AU,-34.7333,135.8667,56.82,81,92,16.82,light rain
315,Mokrous,RU,51.2333,47.5167,60.64,57,22,5.5,few clouds
316,Jiangmen,CN,22.5833,113.0833,84.97,70,28,8.88,scattered clouds
317,Maneadero,MX,31.7167,-116.5667,67.1,75,23,3.0,few clouds
318,Porto Novo,BJ,6.4965,2.6036,78.21,89,73,4.74,moderate rain
319,Honningsvag,NO,70.9821,25.9704,47.95,87,20,1.14,few clouds
320,San Jeronimo,PE,-11.9472,-75.2829,50.38,76,85,5.35,overcast clouds
321,Morant Bay,JM,17.8815,-76.4093,82.02,85,98,4.9,overcast clouds
322,Gornopravdinsk,RU,60.05,69.9,37.45,47,1,8.43,clear sky
323,Skjervoy,NO,70.0311,20.9714,50.0,67,100,9.66,overcast clouds
324,Sapa,PH,5.1544,120.3241,84.27,72,79,7.25,broken clouds
325,Gimbi,ET,9.1667,35.8333,54.84,97,100,2.57,light rain
326,Port Macquarie,AU,-31.4333,152.9167,61.9,56,74,6.93,broken clouds
327,Palmas Bellas,PA,9.2319,-80.0867,80.02,89,100,4.81,overcast clouds
328,Balkanabat,TM,39.5108,54.3671,79.75,27,6,11.92,clear sky
329,Trabzon,TR,40.9167,39.8333,60.89,100,75,4.61,broken clouds
330,Aswan,EG,24.0934,32.907,82.65,23,100,10.94,overcast clouds
331,Ahipara,NZ,-35.1667,173.1667,60.19,70,16,18.95,few clouds
332,Grand Gaube,MU,-20.0064,57.6608,73.8,70,36,1.01,scattered clouds
333,Delvine,AL,39.9511,20.0978,75.78,63,0,6.76,clear sky
334,Sawai Madhopur,IN,25.9833,76.3667,90.5,23,94,13.09,overcast clouds
335,Fairbanks,US,64.8378,-147.7164,74.48,32,40,5.75,scattered clouds
336,Tamandare,BR,-8.7597,-35.1047,75.61,90,100,5.48,overcast clouds
337,Samarinda,ID,-0.5,117.15,79.63,91,100,0.34,overcast clouds
338,Iquique,CL,-20.2208,-70.1431,60.84,79,62,2.24,broken clouds
339,North Bend,US,43.4065,-124.2243,71.24,82,0,11.5,clear sky
340,Agadir,MA,30.4202,-9.5982,68.45,84,65,4.25,broken clouds
341,Hohhot,CN,40.8106,111.6522,75.49,41,0,2.24,clear sky
342,Shellbrook,CA,53.2168,-106.4011,65.43,43,0,9.64,clear sky
343,Biak,ID,-0.9131,122.8766,82.29,65,91,1.66,overcast clouds
344,La Union,PE,-5.4,-80.75,68.18,63,29,15.1,scattered clouds
345,Constitucion,CL,-35.3333,-72.4167,50.22,86,100,6.49,light rain
346,Keflavik,IS,64.0049,-22.5624,48.11,100,100,8.05,light rain
347,Benguela,AO,-12.5763,13.4055,71.74,69,87,3.56,overcast clouds
348,Half Moon Bay,US,37.4636,-122.4286,79.92,63,0,28.77,clear sky
